user_id,pc_throttle,pc_brake,t-b,pc_steering,t-b-s,pc_speed,pc_lap_distance
2,0,0,0,0.102645,-0.102645,22.3454,8.77527
2,0,0,0,0.0912644,-0.0912644,22.2003,9.27929
2,0,0,0,0.0565289,-0.0565289,22.0019,9.95878
2,0.403895,0,0.403895,0.0471197,0.3567753,21.8226,11.4118
2,0.428947,0,0.428947,0.0455579,0.3833891,22.0825,12.124
2,0.403895,0,0.403895,0.051285,0.35261,22.3516,12.8453
2,0.374632,0,0.374632,0.0620703,0.3125617,22.584,13.5753
2,0.374632,0,0.374632,0.0741012,0.3005308,22.8018,14.3506
2,0.374632,0,0.374632,0.0880289,0.2866031,23.0207,15.0598
2,0.362958,0,0.362958,0.101417,0.261541,23.2365,15.8139
2,0.335379,0,0.335379,0.1125,0.222879,23.444,16.6147
2,0.307842,0,0.307842,0.122355,0.185487,23.6087,17.3465
2,0.303632,0,0.303632,0.125331,0.178301,23.7692,18.1234
2,0.303632,0,0.303632,0.124364,0.179268,23.9342,18.9463
2,0.303632,0,0.303632,0.122913,0.180719,24.0838,19.7365
2,0.303632,0,0.303632,0.123099,0.180533,24.243,20.5331
2,0.303632,0,0.303632,0.123285,0.180347,24.3911,21.343
2,0.303632,0,0.303632,0.123062,0.18057,24.549,22.1922
2,0.303632,0,0.303632,0.118785,0.184847,24.6886,22.9662
2,0.303632,0,0.303632,0.110938,0.192694,24.8338,23.7865
2,0.303632,0,0.303632,0.106066,0.197566,25.0283,24.9026
2,0.307811,0,0.307811,0.105769,0.202042,25.1769,25.7775
2,0.328684,0,0.328684,0.103481,0.225203,25.373,26.9152
2,0.328684,0,0.328684,0.099409,0.229275,25.5279,27.7191
2,0.328684,0,0.328684,0.0959504,0.2327336,25.6832,28.5707
2,0.328684,0,0.328684,0.0963223,0.2323617,25.8446,29.4709
